total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct
0.8676257220693762,0.11130289576650743,0.6389787964904623,-2.9526202913477766,-1.851144706761163,-1.4599390243822685,0.07623804412900194,18,44.44444444444444,1.9209143857809527,-1.6437705890038738,1.447602724015204,-0.0594661557661732,26.055555555555557,1.5611159819031426,1.1947742023126
