total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct,alpha_daily,alpha_annualized,alpha_tstat,alpha_pvalue,beta,beta_tstat,r_squared,information_ratio,n_observations
0.035583360153190746,0.006340661942028092,0.09164603691700769,-21.75340172515591,-16.64357001810382,-0.10157099226613682,0.06242591315258847,19,52.63157894736842,0,0,0,0,0,0,0,-7.910820281362817e-05,-0.0199352671090343,-75.85287723957832,0.0,-6.677414598620145e-06,-0.0578541926077783,1.560629021235549e-06,-21.760172280525836,1414
