date,quarter,equity,returns,spread
2020-07-01 00:00:00+00:00,1,1000000.0,0.0,-0.05558990044353607
2020-07-02 00:00:00+00:00,1,1000000.0,0.0,-0.05568059074757148
2020-07-06 00:00:00+00:00,1,1000000.0,0.0,-0.0372844175907705
2020-07-07 00:00:00+00:00,1,1000000.0,0.0,-0.04483079597598838
2020-07-08 00:00:00+00:00,1,1000000.0,0.0,-0.03283889723010347
2020-07-09 00:00:00+00:00,1,1000000.0,0.0,-0.016928323108901466
2020-07-10 00:00:00+00:00,1,1000000.0,0.0,-0.0018904327381692454
2020-07-13 00:00:00+00:00,1,1000000.0,0.0,0.01019029867936272
2020-07-14 00:00:00+00:00,1,1000000.0,0.0,0.006311712233110001
2020-07-15 00:00:00+00:00,1,1000000.0,0.0,0.02057608178982928
2020-07-16 00:00:00+00:00,1,1000000.0,0.0,0.03558549381191245
2020-07-17 00:00:00+00:00,1,1000000.0,0.0,0.037716780960132645
2020-07-20 00:00:00+00:00,1,1000000.0,0.0,0.028005599184001362
2020-07-21 00:00:00+00:00,1,1000000.0,0.0,0.043760718031743195
2020-07-22 00:00:00+00:00,1,1000000.0,0.0,0.061186820061848834
2020-07-23 00:00:00+00:00,1,1000000.0,0.0,0.08485073884879668
2020-07-24 00:00:00+00:00,1,999977.4882101907,-2.2511789809330366e-05,0.09316259471209598
2020-07-27 00:00:00+00:00,1,999966.0729155773,-1.1415551597838066e-05,0.10020847279316403
2020-07-28 00:00:00+00:00,1,1000021.0876940652,5.501664504221098e-05,0.10060120138465489
2020-07-29 00:00:00+00:00,1,1000174.3652848585,0.00015327435859054263,0.07336361942305203
2020-07-30 00:00:00+00:00,1,1000056.7221062478,-0.00011762266930047483,0.07386448024386283
2020-07-31 00:00:00+00:00,1,1000354.7872820299,0.00029804826985644446,0.04447297938056405
2020-08-03 00:00:00+00:00,1,999987.612267457,-0.00036704479174886874,0.052634720953847136
2020-08-04 00:00:00+00:00,1,1000038.6365847088,5.1024949335293006e-05,0.05093827973008391
2020-08-05 00:00:00+00:00,1,1000046.58274478,7.945853070554957e-06,0.04807258139081316
2020-08-06 00:00:00+00:00,1,1000071.8695490384,2.5285626384477262e-05,0.03482700901392288
2020-08-07 00:00:00+00:00,1,999990.7494101413,-8.111430924826864e-05,0.06122057419877436
2020-08-10 00:00:00+00:00,1,1000024.8039914621,3.40548963487234e-05,0.052152621664869336
2020-08-11 00:00:00+00:00,1,1000042.3740121904,1.7569584932444248e-05,0.028627766658961384
2020-08-12 00:00:00+00:00,1,1000042.3740121904,0.0,0.038126142435079835
2020-08-13 00:00:00+00:00,1,1000042.3740121904,0.0,0.025566869331663966
2020-08-14 00:00:00+00:00,1,1000042.3740121904,0.0,0.01933832770272481
2020-08-17 00:00:00+00:00,1,1000042.3740121904,0.0,0.02595926320583075
2020-08-18 00:00:00+00:00,1,1000042.3740121904,0.0,0.02312648245172877
2020-08-19 00:00:00+00:00,1,1000042.3740121904,0.0,0.01451569847509493
2020-08-20 00:00:00+00:00,1,1000042.3740121904,0.0,0.00808174791708094
2020-08-21 00:00:00+00:00,1,1000042.3740121904,0.0,0.008753895665654987
2020-08-24 00:00:00+00:00,1,1000042.3740121904,0.0,-0.002847482553213432
2020-08-25 00:00:00+00:00,1,1000042.3740121904,0.0,-0.030978781871551675
2020-08-26 00:00:00+00:00,1,1000042.3740121904,0.0,-0.028845361463607055
2020-08-27 00:00:00+00:00,1,1000042.3740121904,0.0,-0.028139088891124153
2020-08-28 00:00:00+00:00,1,1000042.3740121904,0.0,-0.05176586113588755
2020-08-31 00:00:00+00:00,1,1000029.2074401878,-1.3166014105735381e-05,-0.07630358841349416
2020-09-01 00:00:00+00:00,1,999932.8887749201,-9.631585212817663e-05,-0.10054608588459857
2020-09-02 00:00:00+00:00,1,1000021.07992849,8.819707258343501e-05,-0.09473645970592948
2020-09-03 00:00:00+00:00,1,999916.0275841032,-0.00010505012993758815,-0.10798422400441687
