total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct,alpha_daily,alpha_annualized,alpha_tstat,alpha_pvalue,beta,beta_tstat,r_squared,information_ratio,n_observations
-2.4997644742913327,-0.4507853515498428,1.9403590391059933,-1.253937328638049,-0.49891985984525394,-3.256856776306833,-0.13841116834772768,19,36.8421052631579,0,0,0,0,0,0,0,-9.601422722956053e-05,-0.024195585261849253,-3.1969456786250787,0.0013889107993519977,-0.0009938749529836742,-0.443971681193666,7.713946484055878e-05,-1.247454160640443,1412
