date,quarter,signal,position,position_size,z_score,lambda,spread,jump,regime
2020-07-01 00:00:00+00:00,1,0.0,0.0,0.0,0.9854677735227818,0.02510402060280227,3.184095163835213,0,normal
2020-07-02 00:00:00+00:00,1,0.0,0.0,0.0,1.0206324947567738,0.024132048901082795,3.3402180780078696,0,normal
2020-07-06 00:00:00+00:00,1,0.0,0.0,0.0,1.1108430798330695,0.021850383256259785,3.6365457163212596,0,normal
2020-07-07 00:00:00+00:00,1,0.0,0.0,0.0,1.0248186134662125,0.021536159850027718,3.5107869687547995,0,normal
2020-07-08 00:00:00+00:00,1,0.0,0.0,0.0,1.0422725701420164,0.021285459168622685,3.632923091070325,0,normal
2020-07-09 00:00:00+00:00,1,0.0,0.0,0.0,1.048098880786156,0.02108543959525415,3.730288018168817,0,normal
2020-07-10 00:00:00+00:00,1,0.0,0.0,0.0,0.7534841640295392,0.020925855546633655,3.0810982692649103,0,normal
2020-07-13 00:00:00+00:00,1,0.0,0.0,0.0,0.6827735955656521,0.02061590145125285,2.969868992278423,0,normal
2020-07-14 00:00:00+00:00,1,0.0,0.0,0.0,0.6610009864570677,0.0205512382192413,2.9777079294182203,0,normal
2020-07-15 00:00:00+00:00,1,0.0,0.0,0.0,0.6077439101860383,0.020499647166488298,2.909059893587426,0,normal
2020-07-16 00:00:00+00:00,1,0.0,0.0,0.0,0.5453234509300938,0.02045848564948142,2.818649172466319,0,normal
2020-07-17 00:00:00+00:00,1,0.0,0.0,0.0,0.5249283530152081,0.020425645255810466,2.82842466287474,0,normal
2020-07-20 00:00:00+00:00,1,0.0,0.0,0.0,0.5232987770317139,0.020361860594372047,2.8824356932287296,0,normal
2020-07-21 00:00:00+00:00,1,0.0,0.0,0.0,0.37401331562525264,0.02034855371305369,2.598958803242385,0,normal
2020-07-22 00:00:00+00:00,1,0.0,0.0,0.0,0.3013266142965424,0.020337936922109022,2.493318383244193,0,normal
2020-07-23 00:00:00+00:00,1,0.0,0.0,0.0,-0.10096779077155449,0.02032946639868087,1.6752837981664768,0,normal
2020-07-24 00:00:00+00:00,1,0.0,0.0,0.0,-0.3672941355613131,0.020322708257965765,1.1785399869020279,0,normal
2020-07-27 00:00:00+00:00,1,0.0,0.0,0.0,-0.8192247855520769,0.02030958217544114,0.31833157671461,0,normal
2020-07-28 00:00:00+00:00,1,0.0,0.0,0.0,-1.365867012201855,0.02030684378633017,-0.7163500785040675,0,normal
2020-07-29 00:00:00+00:00,1,0.0,0.0,0.0,-1.9807343043818204,0.02030465898404473,-1.9308650528659657,0,normal
2020-07-30 00:00:00+00:00,1,1.0,1.0,0.25,-2.6947845108339794,0.02030291585666838,-3.476576237097433,0,normal
2020-07-31 00:00:00+00:00,1,0.0,1.0,0.25,-3.388688409803587,0.020301525116155864,-5.298054953263764,0,normal
2020-08-03 00:00:00+00:00,1,0.0,1.0,0.25,-3.703987419060846,0.02029882393316676,-6.752150396396514,0,normal
2020-08-04 00:00:00+00:00,1,0.0,1.0,0.25,-3.8132078951350667,0.020298260407067465,-8.154636770838644,0,normal
2020-08-05 00:00:00+00:00,1,0.0,1.0,0.25,-3.776553106488906,0.020297810802186733,-9.459599826278684,0,normal
2020-08-06 00:00:00+00:00,1,0.0,1.0,0.25,-3.6425903784393054,0.02029745208845718,-10.561820196398244,0,normal
2020-08-07 00:00:00+00:00,1,0.0,1.0,0.25,-3.5713889657759457,0.02029716589152008,-11.973806452896346,0,calm
2020-08-10 00:00:00+00:00,1,0.0,1.0,0.25,-3.320538598307772,0.020296610021973555,-12.567341218992382,0,calm
2020-08-11 00:00:00+00:00,1,0.0,1.0,0.25,-3.237256418211787,0.02029649405537724,-13.828615332987525,0,calm
2020-08-12 00:00:00+00:00,1,0.0,1.0,0.25,-3.16841286346676,0.020296401532337454,-15.215856922965846,0,calm
2020-08-13 00:00:00+00:00,1,0.0,1.0,0.25,-2.988790504021659,0.020296327713555464,-15.910369168849575,0,calm
2020-08-14 00:00:00+00:00,1,0.0,1.0,0.25,-2.7893000043919143,0.020296268817818937,-16.249299779108604,0,calm
2020-08-17 00:00:00+00:00,1,0.0,1.0,0.25,-2.554517871782138,0.020296154426845056,-16.079891885202,0,calm
2020-08-18 00:00:00+00:00,1,0.0,1.0,0.25,-1.8823654731221329,0.020296130562375465,-12.51866522397646,0,calm
2020-08-19 00:00:00+00:00,1,0.0,1.0,0.25,-1.5007620097078636,0.020296111522295476,-10.475365700654162,0,calm
2020-08-20 00:00:00+00:00,1,0.0,1.0,0.25,-1.3005123059918007,0.02029609633131692,-9.487118594948747,0,calm
2020-08-21 00:00:00+00:00,1,0.0,1.0,0.25,-1.1367968144581981,0.02029608421131376,-8.670838368604372,0,calm
2020-08-24 00:00:00+00:00,1,0.0,1.0,0.25,-0.8908021505616348,0.020296060671087485,-7.241132412267836,0,calm
2020-08-25 00:00:00+00:00,1,0.0,1.0,0.25,-0.6567369316491586,0.020296055760079257,-5.844619232952612,0,calm
