ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-05-01T00:00:00.000000000Z,35,2,3281,124.250000000,124.250000000,123.395000000,123.750000000,1277213,GLD
2018-05-02T00:00:00.000000000Z,35,2,3282,124.170000000,124.530000000,123.590000000,123.790000000,1156129,GLD
2018-05-03T00:00:00.000000000Z,35,2,3283,124.040000000,124.890000000,124.030000000,124.390000000,636763,GLD
2018-05-04T00:00:00.000000000Z,35,2,3286,124.190000000,124.670000000,123.980000000,124.640000000,703643,GLD
2018-05-07T00:00:00.000000000Z,35,2,3286,124.360000000,124.730000000,124.300000000,124.730000000,484165,GLD
2018-05-08T00:00:00.000000000Z,35,2,3286,124.520000000,124.950000000,123.790000000,124.690000000,1050535,GLD
2018-05-09T00:00:00.000000000Z,35,2,3286,123.760000000,124.860000000,123.710000000,124.390000000,590838,GLD
2018-05-10T00:00:00.000000000Z,35,2,3287,124.380000000,125.370000000,124.360000000,125.160000000,724712,GLD
2018-05-11T00:00:00.000000000Z,35,2,3287,125.440000000,125.660000000,124.850000000,124.940000000,669062,GLD
2018-05-14T00:00:00.000000000Z,35,2,3287,125.150000000,125.220000000,124.440000000,124.460000000,807389,GLD
2018-05-15T00:00:00.000000000Z,35,2,3288,124.240000000,124.260000000,122.140000000,122.310000000,1905339,GLD
2018-05-16T00:00:00.000000000Z,35,2,3288,122.780000000,122.780000000,121.960000000,122.300000000,731935,GLD
2018-05-17T00:00:00.000000000Z,35,2,3291,122.150000000,122.450000000,121.780000000,122.330000000,878987,GLD
2018-05-18T00:00:00.000000000Z,35,2,3291,122.220000000,122.650000000,121.900000000,122.250000000,969454,GLD
2018-05-21T00:00:00.000000000Z,35,2,3292,121.550000000,122.550000000,121.540000000,122.360000000,479058,GLD
2018-05-22T00:00:00.000000000Z,35,2,3290,122.710000000,122.800000000,122.340000000,122.400000000,522522,GLD
2018-05-23T00:00:00.000000000Z,35,2,3291,122.570000000,123.070000000,122.070000000,122.690000000,1069709,GLD
2018-05-24T00:00:00.000000000Z,35,2,3297,122.810000000,123.820000000,122.780000000,123.640000000,1698336,GLD
2018-05-25T00:00:00.000000000Z,35,2,3296,123.520000000,123.930000000,123.190000000,123.260000000,761418,GLD
2018-05-29T00:00:00.000000000Z,35,2,3294,123.420000000,123.630000000,122.570000000,123.100000000,1411602,GLD
2018-05-30T00:00:00.000000000Z,35,2,3293,123.070000000,123.600000000,122.890000000,123.350000000,652880,GLD
2018-05-31T00:00:00.000000000Z,35,2,3292,123.720000000,123.770000000,122.870000000,123.030000000,870753,GLD
2018-06-01T00:00:00.000000000Z,35,2,3291,123.180000000,123.180000000,122.160000000,122.600000000,1151694,GLD
2018-06-04T00:00:00.000000000Z,35,2,3289,122.600000000,122.920000000,122.380000000,122.380000000,634931,GLD
2018-06-05T00:00:00.000000000Z,35,2,3291,122.460000000,123.220000000,122.250000000,122.870000000,1221060,GLD
2018-06-06T00:00:00.000000000Z,35,2,3290,122.880000000,123.340000000,122.630000000,122.980000000,893002,GLD
2018-06-07T00:00:00.000000000Z,35,2,3286,122.980000000,123.490000000,122.690000000,122.920000000,644786,GLD
2018-06-08T00:00:00.000000000Z,35,2,3285,123.050000000,123.210000000,122.910000000,123.050000000,707789,GLD
2018-06-11T00:00:00.000000000Z,35,2,3283,122.830000000,123.420000000,122.610000000,122.840000000,690598,GLD
2018-06-12T00:00:00.000000000Z,35,2,3284,122.950000000,123.180000000,122.560000000,122.690000000,1064465,GLD
2018-06-13T00:00:00.000000000Z,35,2,3284,122.600000000,123.330000000,122.370000000,123.190000000,1205571,GLD
2018-06-14T00:00:00.000000000Z,35,2,3288,123.470000000,124.030000000,123.330000000,123.400000000,1406314,GLD
2018-06-15T00:00:00.000000000Z,35,2,3288,123.170000000,123.190000000,120.830000000,121.240000000,2895516,GLD
2018-06-18T00:00:00.000000000Z,35,2,3291,121.310000000,121.480000000,120.990000000,121.120000000,676551,GLD
2018-06-19T00:00:00.000000000Z,35,2,3290,121.450000000,121.450000000,120.390000000,121.000000000,837425,GLD
2018-06-20T00:00:00.000000000Z,35,2,3290,120.640000000,120.830000000,120.100000000,120.230000000,649473,GLD
2018-06-21T00:00:00.000000000Z,35,2,3294,119.760000000,120.320000000,119.530000000,120.080000000,864041,GLD
2018-06-22T00:00:00.000000000Z,35,2,3297,120.300000000,120.390000000,120.020000000,120.310000000,626466,GLD
2018-06-25T00:00:00.000000000Z,35,2,3295,120.070000000,120.400000000,119.830000000,119.890000000,934409,GLD
2018-06-26T00:00:00.000000000Z,35,2,3295,119.300000000,119.580000000,118.900000000,119.230000000,1191788,GLD
2018-06-27T00:00:00.000000000Z,35,2,3298,119.210000000,119.360000000,118.490000000,118.610000000,901468,GLD
2018-06-28T00:00:00.000000000Z,35,2,3302,118.410000000,118.760000000,118.020000000,118.240000000,1221969,GLD
2018-06-29T00:00:00.000000000Z,35,2,3303,118.420000000,118.940000000,118.260000000,118.690000000,852703,GLD
2018-07-02T00:00:00.000000000Z,35,2,3299,118.320000000,118.390000000,117.400000000,117.600000000,1365557,GLD
2018-07-03T00:00:00.000000000Z,35,2,3302,117.970000000,119.080000000,117.860000000,118.760000000,1302235,GLD
2018-07-05T00:00:00.000000000Z,35,2,3303,118.740000000,119.320000000,118.680000000,118.750000000,910686,GLD
2018-07-06T00:00:00.000000000Z,35,2,3303,118.930000000,119.050000000,118.740000000,118.930000000,461957,GLD
2018-07-09T00:00:00.000000000Z,35,2,3301,119.500000000,119.890000000,119.060000000,119.060000000,709810,GLD
2018-07-10T00:00:00.000000000Z,35,2,3301,118.970000000,118.990000000,118.150000000,118.900000000,644686,GLD
2018-07-11T00:00:00.000000000Z,35,2,3304,118.650000000,118.690000000,117.620000000,117.630000000,1235009,GLD
2018-07-12T00:00:00.000000000Z,35,2,3304,117.960000000,118.260000000,117.690000000,118.090000000,745112,GLD
2018-07-13T00:00:00.000000000Z,35,2,3305,117.590000000,117.800000000,117.120000000,117.560000000,822513,GLD
2018-07-16T00:00:00.000000000Z,35,2,3306,117.770000000,117.840000000,117.280000000,117.530000000,590830,GLD
2018-07-17T00:00:00.000000000Z,35,2,3306,117.870000000,117.870000000,116.130000000,116.290000000,1584688,GLD
2018-07-18T00:00:00.000000000Z,35,2,3307,115.770000000,116.350000000,115.770000000,116.270000000,734025,GLD
2018-07-19T00:00:00.000000000Z,35,2,3311,115.530000000,116.470000000,114.780000000,115.870000000,2570694,GLD
2018-07-20T00:00:00.000000000Z,35,2,3309,115.910000000,116.710000000,115.830000000,116.670000000,1087413,GLD
2018-07-23T00:00:00.000000000Z,35,2,3309,116.590000000,116.700000000,115.760000000,115.970000000,950266,GLD
2018-07-24T00:00:00.000000000Z,35,2,3311,115.960000000,116.430000000,115.880000000,116.000000000,669638,GLD
2018-07-25T00:00:00.000000000Z,35,2,3315,116.110000000,116.830000000,116.110000000,116.580000000,1076719,GLD
2018-07-26T00:00:00.000000000Z,35,2,3319,116.230000000,116.510000000,115.770000000,115.820000000,822114,GLD
2018-07-27T00:00:00.000000000Z,35,2,3321,115.860000000,116.230000000,115.500000000,115.850000000,994340,GLD
2018-07-30T00:00:00.000000000Z,35,2,3321,115.740000000,116.020000000,115.640000000,115.700000000,611878,GLD
2018-07-31T00:00:00.000000000Z,35,2,3319,115.390000000,116.340000000,114.970000000,116.000000000,1190650,GLD
2018-08-01T00:00:00.000000000Z,35,2,3308,115.690000000,115.950000000,115.130000000,115.180000000,1217583,GLD
2018-08-02T00:00:00.000000000Z,35,2,3310,115.300000000,115.370000000,114.310000000,114.450000000,1305441,GLD
2018-08-03T00:00:00.000000000Z,35,2,3312,114.100000000,115.530000000,114.100000000,114.910000000,1230746,GLD
2018-08-06T00:00:00.000000000Z,35,2,3311,114.750000000,114.840000000,114.240000000,114.350000000,1120218,GLD
2018-08-07T00:00:00.000000000Z,35,2,3311,114.600000000,115.100000000,114.420000000,114.620000000,882988,GLD
2018-08-08T00:00:00.000000000Z,35,2,3317,115.000000000,115.020000000,114.240000000,114.930000000,695265,GLD
2018-08-09T00:00:00.000000000Z,35,2,3320,114.770000000,115.210000000,114.700000000,114.760000000,530071,GLD
2018-08-10T00:00:00.000000000Z,35,2,3322,114.500000000,115.220000000,114.300000000,114.710000000,1226531,GLD
2018-08-13T00:00:00.000000000Z,35,2,3325,114.040000000,114.160000000,112.830000000,113.140000000,1858294,GLD
2018-08-14T00:00:00.000000000Z,35,2,3325,113.120000000,113.480000000,112.840000000,113.050000000,842132,GLD
2018-08-15T00:00:00.000000000Z,35,2,3326,112.380000000,112.420000000,111.070000000,111.120000000,1796159,GLD
2018-08-16T00:00:00.000000000Z,35,2,3322,111.600000000,111.900000000,111.100000000,111.110000000,1326108,GLD
