ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-05-01T00:00:00.000000000Z,35,2,328,10.900000000,11.180000000,10.770000000,11.150000000,9659991,AMD
2018-05-02T00:00:00.000000000Z,35,2,328,11.080000000,11.150000000,10.960000000,10.970000000,5849711,AMD
2018-05-03T00:00:00.000000000Z,35,2,328,11.000000000,11.050000000,10.840000000,10.940000000,6402601,AMD
2018-05-04T00:00:00.000000000Z,35,2,328,11.010000000,11.290000000,10.875000000,11.290000000,9537173,AMD
2018-05-07T00:00:00.000000000Z,35,2,325,11.390000000,11.675000000,11.280000000,11.600000000,10471037,AMD
2018-05-08T00:00:00.000000000Z,35,2,325,11.580000000,11.650000000,11.400000000,11.600000000,7668203,AMD
2018-05-09T00:00:00.000000000Z,35,2,325,11.590000000,11.980000000,11.580000000,11.930000000,8770421,AMD
2018-05-10T00:00:00.000000000Z,35,2,325,11.810000000,12.180000000,11.810000000,11.940000000,9577991,AMD
2018-05-11T00:00:00.000000000Z,35,2,326,11.890000000,12.020000000,11.690000000,11.950000000,8211657,AMD
2018-05-14T00:00:00.000000000Z,35,2,326,11.950000000,12.355000000,11.950000000,12.260000000,9500545,AMD
2018-05-15T00:00:00.000000000Z,35,2,326,12.180000000,12.480000000,12.150000000,12.450000000,8924813,AMD
2018-05-16T00:00:00.000000000Z,35,2,326,12.450000000,12.980000000,12.380000000,12.820000000,16527979,AMD
2018-05-17T00:00:00.000000000Z,35,2,326,12.760000000,13.090000000,12.670000000,13.080000000,8184520,AMD
2018-05-18T00:00:00.000000000Z,35,2,326,13.010000000,13.260000000,12.910000000,13.020000000,11436603,AMD
2018-05-21T00:00:00.000000000Z,35,2,326,13.130000000,13.310000000,12.885000000,12.960000000,10604452,AMD
2018-05-22T00:00:00.000000000Z,35,2,326,12.910000000,13.130000000,12.710000000,13.020000000,7783459,AMD
2018-05-23T00:00:00.000000000Z,35,2,326,12.810000000,13.175000000,12.760000000,13.100000000,10397442,AMD
2018-05-24T00:00:00.000000000Z,35,2,326,13.100000000,13.430000000,13.035000000,13.330000000,9420411,AMD
2018-05-25T00:00:00.000000000Z,35,2,326,13.390000000,13.715000000,13.350000000,13.540000000,7783327,AMD
2018-05-29T00:00:00.000000000Z,35,2,325,13.310000000,13.625000000,13.265000000,13.380000000,8300122,AMD
2018-05-30T00:00:00.000000000Z,35,2,325,13.380000000,13.940000000,13.300000000,13.780000000,10173316,AMD
2018-05-31T00:00:00.000000000Z,35,2,325,13.770000000,13.930000000,13.700000000,13.730000000,10354132,AMD
2018-06-01T00:00:00.000000000Z,35,2,325,13.750000000,14.500000000,13.750000000,14.470000000,17675058,AMD
2018-06-04T00:00:00.000000000Z,35,2,325,14.420000000,14.980000000,14.420000000,14.860000000,14478237,AMD
2018-06-05T00:00:00.000000000Z,35,2,325,14.940000000,15.000000000,14.630000000,14.850000000,8365965,AMD
2018-06-06T00:00:00.000000000Z,35,2,326,14.900000000,15.735000000,14.900000000,15.660000000,20193541,AMD
2018-06-07T00:00:00.000000000Z,35,2,325,15.670000000,15.960000000,14.850000000,14.900000000,16532737,AMD
2018-06-08T00:00:00.000000000Z,35,2,325,14.550000000,15.325000000,14.310000000,15.290000000,15462877,AMD
2018-06-11T00:00:00.000000000Z,35,2,326,15.300000000,15.890000000,15.010000000,15.790000000,12428681,AMD
2018-06-12T00:00:00.000000000Z,35,2,326,15.790000000,15.950000000,15.440000000,15.810000000,11145650,AMD
2018-06-13T00:00:00.000000000Z,35,2,324,15.770000000,16.510000000,15.750000000,16.390000000,18810204,AMD
2018-06-14T00:00:00.000000000Z,35,2,324,16.400000000,16.780000000,15.585000000,16.160000000,20032156,AMD
2018-06-15T00:00:00.000000000Z,35,2,324,16.130000000,16.520000000,15.830000000,16.340000000,16912142,AMD
2018-06-18T00:00:00.000000000Z,35,2,324,16.200000000,17.330000000,16.100000000,17.030000000,19794925,AMD
2018-06-19T00:00:00.000000000Z,35,2,324,16.700000000,17.290000000,16.320000000,16.710000000,15337442,AMD
2018-06-20T00:00:00.000000000Z,35,2,324,16.800000000,17.130000000,16.375000000,16.590000000,13780089,AMD
2018-06-21T00:00:00.000000000Z,35,2,324,16.600000000,16.860000000,15.465000000,15.550000000,18240827,AMD
2018-06-22T00:00:00.000000000Z,35,2,324,15.730000000,15.920000000,15.565000000,15.750000000,12786135,AMD
2018-06-25T00:00:00.000000000Z,35,2,323,15.600000000,15.760000000,14.545000000,15.090000000,19134192,AMD
2018-06-26T00:00:00.000000000Z,35,2,323,15.370000000,15.590000000,15.105000000,15.500000000,9964564,AMD
2018-06-27T00:00:00.000000000Z,35,2,323,15.350000000,15.750000000,14.960000000,15.030000000,10785706,AMD
2018-06-28T00:00:00.000000000Z,35,2,323,15.120000000,15.360000000,14.750000000,15.360000000,9239348,AMD
2018-06-29T00:00:00.000000000Z,35,2,323,15.520000000,15.540000000,14.980000000,15.010000000,8301906,AMD
2018-07-02T00:00:00.000000000Z,35,2,322,14.790000000,15.175000000,14.700000000,15.150000000,10304419,AMD
2018-07-03T00:00:00.000000000Z,35,2,323,15.250000000,15.330000000,14.950000000,15.040000000,7130306,AMD
2018-07-05T00:00:00.000000000Z,35,2,323,15.000000000,15.500000000,15.000000000,15.430000000,10175651,AMD
2018-07-06T00:00:00.000000000Z,35,2,323,15.420000000,16.390000000,15.360000000,16.380000000,12701185,AMD
2018-07-09T00:00:00.000000000Z,35,2,323,16.550000000,16.840000000,16.175000000,16.620000000,12446800,AMD
2018-07-10T00:00:00.000000000Z,35,2,323,16.630000000,16.670000000,16.200000000,16.200000000,6108137,AMD
2018-07-11T00:00:00.000000000Z,35,2,323,16.100000000,16.525000000,16.020000000,16.310000000,10475150,AMD
2018-07-12T00:00:00.000000000Z,35,2,323,16.380000000,16.780000000,16.370000000,16.600000000,7611092,AMD
2018-07-13T00:00:00.000000000Z,35,2,323,16.680000000,16.700000000,16.225000000,16.270000000,10030035,AMD
2018-07-16T00:00:00.000000000Z,35,2,323,16.300000000,16.995000000,16.300000000,16.480000000,11643353,AMD
2018-07-17T00:00:00.000000000Z,35,2,323,16.510000000,16.930000000,16.460000000,16.930000000,7846707,AMD
2018-07-18T00:00:00.000000000Z,35,2,323,16.970000000,16.990000000,16.550000000,16.870000000,7682892,AMD
2018-07-19T00:00:00.000000000Z,35,2,326,16.770000000,16.875000000,16.550000000,16.720000000,7383522,AMD
2018-07-20T00:00:00.000000000Z,35,2,325,16.760000000,16.880000000,16.445000000,16.500000000,8160573,AMD
2018-07-23T00:00:00.000000000Z,35,2,325,16.460000000,16.720000000,15.900000000,16.720000000,8508203,AMD
2018-07-24T00:00:00.000000000Z,35,2,325,16.750000000,16.855000000,16.110000000,16.250000000,10025812,AMD
2018-07-25T00:00:00.000000000Z,35,2,325,16.190000000,17.330000000,15.370000000,17.000000000,19588974,AMD
2018-07-26T00:00:00.000000000Z,35,2,325,17.070000000,19.250000000,16.835000000,18.960000000,37155445,AMD
2018-07-27T00:00:00.000000000Z,35,2,327,18.870000000,19.880000000,18.320000000,18.780000000,28382212,AMD
2018-07-30T00:00:00.000000000Z,35,2,327,18.940000000,20.180000000,18.820000000,19.550000000,25040344,AMD
2018-07-31T00:00:00.000000000Z,35,2,327,19.510000000,19.580000000,18.275000000,18.410000000,20441393,AMD
2018-08-01T00:00:00.000000000Z,35,2,326,18.430000000,18.945000000,18.330000000,18.510000000,12250673,AMD
2018-08-02T00:00:00.000000000Z,35,2,326,18.380000000,18.840000000,18.000000000,18.840000000,10800173,AMD
2018-08-03T00:00:00.000000000Z,35,2,326,18.850000000,19.070000000,18.375000000,18.510000000,10007584,AMD
2018-08-06T00:00:00.000000000Z,35,2,325,18.500000000,19.470000000,18.460000000,19.440000000,16932714,AMD
2018-08-07T00:00:00.000000000Z,35,2,325,19.480000000,19.705000000,19.080000000,19.390000000,11825167,AMD
2018-08-08T00:00:00.000000000Z,35,2,325,19.380000000,19.760000000,19.255000000,19.570000000,8827838,AMD
2018-08-09T00:00:00.000000000Z,35,2,326,19.620000000,19.710000000,18.880000000,19.000000000,8214889,AMD
2018-08-10T00:00:00.000000000Z,35,2,326,19.300000000,19.540000000,18.850000000,19.120000000,10541005,AMD
2018-08-13T00:00:00.000000000Z,35,2,329,19.140000000,19.925000000,19.000000000,19.810000000,14076448,AMD
2018-08-14T00:00:00.000000000Z,35,2,329,19.930000000,20.230000000,19.630000000,20.150000000,16185631,AMD
2018-08-15T00:00:00.000000000Z,35,2,330,20.160000000,20.200000000,19.200000000,19.700000000,15669297,AMD
2018-08-16T00:00:00.000000000Z,35,2,330,19.770000000,20.070000000,19.150000000,19.230000000,12231046,AMD
2018-08-17T00:00:00.000000000Z,35,2,330,19.250000000,19.815000000,18.730000000,19.750000000,11518179,AMD
2018-08-20T00:00:00.000000000Z,35,2,330,19.820000000,20.075000000,19.350000000,19.970000000,11858050,AMD
2018-08-21T00:00:00.000000000Z,35,2,330,20.000000000,20.415000000,19.865000000,20.170000000,9893198,AMD
2018-08-22T00:00:00.000000000Z,35,2,330,20.210000000,20.920000000,20.210000000,20.910000000,10560204,AMD
2018-08-23T00:00:00.000000000Z,35,2,330,20.930000000,22.990000000,20.870000000,22.690000000,19443690,AMD
2018-08-24T00:00:00.000000000Z,35,2,330,22.690000000,24.400000000,22.600000000,24.300000000,27713723,AMD
2018-08-27T00:00:00.000000000Z,35,2,328,24.500000000,27.290000000,24.420000000,25.490000000,52117019,AMD
2018-08-28T00:00:00.000000000Z,35,2,328,25.520000000,26.230000000,24.040000000,24.880000000,34367465,AMD
2018-08-29T00:00:00.000000000Z,35,2,328,24.980000000,25.410000000,24.010000000,25.110000000,23363937,AMD
2018-08-30T00:00:00.000000000Z,35,2,328,25.030000000,25.670000000,24.730000000,24.730000000,16508689,AMD
2018-08-31T00:00:00.000000000Z,35,2,328,24.550000000,25.240000000,24.550000000,25.200000000,10708201,AMD
2018-09-04T00:00:00.000000000Z,35,2,329,25.560000000,28.590000000,25.420000000,28.500000000,31445321,AMD
2018-09-05T00:00:00.000000000Z,35,2,329,28.490000000,29.930000000,26.840000000,28.400000000,40294780,AMD
2018-09-06T00:00:00.000000000Z,35,2,329,28.360000000,28.850000000,27.190000000,27.390000000,22110474,AMD
2018-09-07T00:00:00.000000000Z,35,2,329,27.500000000,28.260000000,26.800000000,27.470000000,18864161,AMD
