ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2018-05-01T00:00:00.000000000Z,35,2,5557,224.300000000,228.730000000,222.200000000,228.500000000,1926596,NVDA
2018-05-02T00:00:00.000000000Z,35,2,5558,228.060000000,228.800000000,225.260000000,225.620000000,1834739,NVDA
2018-05-03T00:00:00.000000000Z,35,2,5560,229.950000000,234.080000000,225.740000000,233.300000000,3171459,NVDA
2018-05-04T00:00:00.000000000Z,35,2,5564,233.090000000,239.990000000,231.160000000,239.990000000,2992036,NVDA
2018-05-07T00:00:00.000000000Z,35,2,5563,239.800000000,250.990000000,239.800000000,249.430000000,4680729,NVDA
2018-05-08T00:00:00.000000000Z,35,2,5563,249.000000000,250.790000000,246.730000000,250.600000000,3489327,NVDA
2018-05-09T00:00:00.000000000Z,35,2,5563,250.600000000,256.830000000,250.130000000,256.300000000,3864790,NVDA
2018-05-10T00:00:00.000000000Z,35,2,5565,257.430000000,264.600000000,250.270000000,252.530000000,6096772,NVDA
2018-05-11T00:00:00.000000000Z,35,2,5566,252.430000000,259.790000000,250.540000000,254.440000000,7915694,NVDA
2018-05-14T00:00:00.000000000Z,35,2,5565,254.780000000,258.490000000,254.390000000,255.360000000,3431233,NVDA
2018-05-15T00:00:00.000000000Z,35,2,5566,254.900000000,255.110000000,241.500000000,243.950000000,6525082,NVDA
2018-05-16T00:00:00.000000000Z,35,2,5566,244.250000000,248.520000000,242.540000000,246.200000000,3263835,NVDA
2018-05-17T00:00:00.000000000Z,35,2,5570,245.800000000,251.500000000,244.310000000,248.900000000,3044748,NVDA
2018-05-18T00:00:00.000000000Z,35,2,5570,249.030000000,252.370000000,245.520000000,245.550000000,3280707,NVDA
2018-05-21T00:00:00.000000000Z,35,2,5570,249.800000000,250.700000000,240.480000000,245.000000000,3987038,NVDA
2018-05-22T00:00:00.000000000Z,35,2,5568,245.190000000,246.200000000,240.250000000,242.600000000,3400021,NVDA
2018-05-23T00:00:00.000000000Z,35,2,5569,239.250000000,247.590000000,238.840000000,247.500000000,3263165,NVDA
2018-05-24T00:00:00.000000000Z,35,2,5576,246.790000000,249.370000000,245.250000000,247.770000000,2635058,NVDA
2018-05-25T00:00:00.000000000Z,35,2,5576,247.710000000,249.940000000,246.800000000,249.040000000,2302796,NVDA
2018-05-29T00:00:00.000000000Z,35,2,5575,248.230000000,251.340000000,245.220000000,248.400000000,2531323,NVDA
2018-05-30T00:00:00.000000000Z,35,2,5573,249.500000000,253.340000000,248.980000000,252.850000000,2711443,NVDA
2018-05-31T00:00:00.000000000Z,35,2,5574,252.750000000,255.200000000,251.270000000,253.000000000,4317324,NVDA
2018-06-01T00:00:00.000000000Z,35,2,5574,253.710000000,257.790000000,252.880000000,257.600000000,3225862,NVDA
2018-06-04T00:00:00.000000000Z,35,2,5570,258.190000000,265.730000000,257.700000000,265.200000000,4080809,NVDA
2018-06-05T00:00:00.000000000Z,35,2,5570,264.960000000,266.800000000,263.140000000,265.070000000,2897575,NVDA
2018-06-06T00:00:00.000000000Z,35,2,5568,265.190000000,266.800000000,260.780000000,265.000000000,2815763,NVDA
2018-06-07T00:00:00.000000000Z,35,2,5563,265.420000000,265.550000000,259.250000000,262.380000000,2836759,NVDA
2018-06-08T00:00:00.000000000Z,35,2,5566,260.000000000,264.000000000,258.000000000,261.960000000,2657620,NVDA
2018-06-11T00:00:00.000000000Z,35,2,5564,263.170000000,263.450000000,260.110000000,260.620000000,2259710,NVDA
2018-06-12T00:00:00.000000000Z,35,2,5564,261.000000000,263.070000000,259.710000000,262.790000000,2681437,NVDA
2018-06-13T00:00:00.000000000Z,35,2,5566,262.800000000,265.670000000,262.000000000,262.350000000,2615947,NVDA
2018-06-14T00:00:00.000000000Z,35,2,5570,262.000000000,269.190000000,261.400000000,267.050000000,3107784,NVDA
