entry_date,exit_date,direction,entry_z,exit_z,entry_lambda,exit_lambda,entry_regime,exit_regime,position_size,pnl,return_pct,duration_days,exit_reason,mae_pct,mfe_pct
2021-06-16 00:00:00+00:00,2021-06-23 00:00:00+00:00,LONG,-1.7807864478765787,-1.6051580187376902,0.4493005461810937,0.5730430348140148,elevated,crisis,0.0,-144.11091186342745,-0.15045887688555415,7,signal,-0.1625734232667824,0.0
2021-07-09 00:00:00+00:00,2021-07-30 00:00:00+00:00,SHORT,1.9966410626149063,0.2374579977884596,0.604208272119881,0.1908751951419006,crisis,elevated,0.0,-6.218171667050854,0.022430224282661983,21,signal,-0.01181879965563022,0.05588280627574343
2021-09-21 00:00:00+00:00,2021-10-05 00:00:00+00:00,LONG,-2.263878278132633,-0.33363706973401913,0.3735093076757989,0.034276209502698746,elevated,normal,0.0,142.9694704646344,0.20178015015202738,14,signal,-0.021330853062244127,0.28649153268852523
2021-12-31 00:00:00+00:00,2022-01-21 00:00:00+00:00,SHORT,2.122088516312747,0.21225070166299545,0.6358967844529226,0.028517317709265445,crisis,normal,0.0,54.154555028338365,0.09551575946350666,21,signal,-0.02920105674532866,0.09551575946350666
2022-06-14 00:00:00+00:00,2022-07-05 00:00:00+00:00,SHORT,2.1636456644151627,0.4374722806655051,0.5489028104469639,0.03592742161258255,crisis,normal,0.0,388.0189122564809,0.5171281612295462,21,signal,0.0,0.5171281612295462
2023-01-23 00:00:00+00:00,2023-02-06 00:00:00+00:00,LONG,-1.6352366469690618,1.1224814712131024,0.1856070635774441,0.028266472709299294,elevated,normal,0.0,-9.11052438840477,0.020329961139227484,14,signal,-0.11151364836305518,0.020329961139227484
2023-03-21 00:00:00+00:00,2023-05-03 00:00:00+00:00,LONG,-2.0211558517402803,-0.4717416272460992,0.536022320921226,0.02438468317886085,crisis,normal,0.0,156.39227007237824,0.22655613670137953,43,signal,-0.03848434316942209,0.23490902250014092
2023-09-22 00:00:00+00:00,2023-09-29 00:00:00+00:00,LONG,-1.9295759861468484,-0.3643963343384062,0.18560706897713217,0.5796928856601913,elevated,crisis,0.0,208.36988892151692,0.23195848984072323,7,signal,0.0,0.2952929481750814
2023-10-16 00:00:00+00:00,2023-10-24 00:00:00+00:00,SHORT,1.8062948004490504,2.4418834808347425,0.49152682765442,0.5527866319303891,elevated,crisis,0.0,-25.665161924341678,-0.0030425892562920363,8,signal,-0.0030425892562920363,0.11009869376364476
2023-10-25 00:00:00+00:00,2023-11-08 00:00:00+00:00,SHORT,2.6008829667273825,-0.08354452362449843,0.5998490584722559,0.05666390126626377,crisis,normal,0.0,17.48581517160561,0.053437099451489944,14,signal,-0.21880558600533886,0.05647613235965965
2024-01-29 00:00:00+00:00,2024-02-20 00:00:00+00:00,LONG,-2.062562689073031,-0.476615151890488,0.04784052256268465,0.023178738920731527,normal,normal,0.0,-131.0386514736392,-0.023917803204619597,22,signal,-0.03193049656369524,0.015203714891467181
2024-04-17 00:00:00+00:00,2024-04-24 00:00:00+00:00,SHORT,1.663632791644398,-0.14097030144810818,0.3127132693163575,0.5486159303866924,elevated,crisis,0.0,-45.11402172139164,-0.02647379212802407,7,signal,-0.02647379212802407,0.07046765267644581
2024-06-13 00:00:00+00:00,2024-06-18 00:00:00+00:00,LONG,-1.9772348018772248,-4.652743501881648,0.18583663389087163,0.0706688144536751,elevated,normal,0.0,-56.09193108504331,-0.022804922189725373,5,signal,-0.022804922189725373,0.03676188728007182
2024-06-20 00:00:00+00:00,2024-07-08 00:00:00+00:00,LONG,-4.160155093359257,-0.29690047549299914,0.052177291308516505,0.02341610241058751,normal,normal,0.0,-458.3374941321828,-0.1533227399769403,18,signal,-0.21108983407902449,0.0
2024-07-24 00:00:00+00:00,2024-08-07 00:00:00+00:00,SHORT,2.0814626671853382,0.3991308527644406,0.04935175410664415,0.023908576130937647,normal,normal,0.0,-289.3849303797517,-0.09054846404104981,14,signal,-0.13540111575113836,0.03433976616203054
2024-12-19 00:00:00+00:00,2025-01-15 00:00:00+00:00,SHORT,3.2476584495130596,0.3943870134286599,0.3129074671036734,0.02344706901662497,elevated,normal,0.0,272.7461048718043,0.190064684913745,27,signal,0.0,0.24542025761439976
2025-06-26 00:00:00+00:00,2025-07-11 00:00:00+00:00,LONG,-1.9815755497953378,0.6085079558957314,0.18560719658021657,0.027133213591324964,elevated,normal,0.0,-13.546240970140268,0.017716750582210523,15,signal,-0.013969076509499112,0.06822731557675675
2025-07-17 00:00:00+00:00,2025-08-04 00:00:00+00:00,SHORT,2.2674568455157624,-1.0749632192899565,0.02399763383050542,0.0230790522982155,normal,normal,0.0,26.854400136915658,0.04094185487621045,18,signal,0.0,0.046803404556490305
2025-09-18 00:00:00+00:00,2025-10-17 00:00:00+00:00,LONG,-3.2791036292488673,-0.33828325263816644,0.028266472883279242,0.023072090867292165,normal,calm,0.0,-353.2473485941256,-0.1117078103110355,29,signal,-0.17343735698104557,0.0
2025-10-23 00:00:00+00:00,2025-10-30 00:00:00+00:00,SHORT,2.0149413872349595,1.0736466849628234,0.31271422024677153,0.5788115903323108,elevated,crisis,0.0,-79.74634345788621,-0.06351180183710675,7,signal,-0.06351180183710675,0.025783135368770842
2026-01-07 00:00:00+00:00,2026-02-06 00:00:00+00:00,SHORT,2.5184211927652633,-0.23137144625435702,0.024297248391720882,0.1856078325806583,normal,elevated,0.0,-98.45833989008432,-0.00953415727356071,30,signal,-0.0528727476726818,0.06909684432495114
