entry_date,exit_date,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,position_size,pnl,return_pct,duration_days,exit_reason,mae_pct,mfe_pct
2018-06-11 00:00:00+00:00,2018-06-13 00:00:00+00:00,SHORT,278.92,280.48,278.02,279.94,0.0,87.87578950825448,0.06507303576365085,2,signal,0.0,0.06507303576365085
2018-06-15 00:00:00+00:00,2018-06-18 00:00:00+00:00,LONG,276.54,280.05,275.41,278.4,0.0,151.075732104463,0.09027984456639848,3,signal,0.0,0.09027984456639848
2018-06-19 00:00:00+00:00,2018-07-13 00:00:00+00:00,SHORT,275.56,278.64,279.82,281.61,0.0,-676.1037404419809,-0.24002566725292218,24,signal,-0.3035314050740226,0.04846289675998459
2018-09-26 00:00:00+00:00,2018-10-22 00:00:00+00:00,SHORT,289.99,292.16,274.61,276.6,0.0,-98.72064564718522,-0.011108845125037885,26,signal,-0.13580639295376978,0.02802723689872133
2019-01-31 00:00:00+00:00,2019-03-07 00:00:00+00:00,LONG,270.07,271.68,275.25,276.75,0.0,-11.590404514643325,0.0259275880052585,35,signal,-0.06239786925633598,0.04167392550542038
2019-03-18 00:00:00+00:00,2019-03-20 00:00:00+00:00,SHORT,282.68,285.7,281.4,282.82,0.0,-767.795307350012,-0.2776207863739667,2,signal,-0.2776207863739667,0.0
2019-03-21 00:00:00+00:00,2019-04-11 00:00:00+00:00,SHORT,284.77,286.5,288.41,290.44,0.0,45.16711675090026,0.048496809004362255,21,signal,-0.008187557258948541,0.07212991642438948
2019-05-10 00:00:00+00:00,2019-06-24 00:00:00+00:00,LONG,288.49,290.22,293.81,295.52,0.0,-53.924520378420695,0.00894195189919699,45,signal,-0.4325307782505017,0.2796148848571988
2019-06-25 00:00:00+00:00,2019-07-15 00:00:00+00:00,LONG,290.62,292.03,300.94,302.45,0.0,-98.85132814520453,-0.008548863717403753,20,signal,-0.09786136000627603,0.0
2019-07-24 00:00:00+00:00,2019-09-05 00:00:00+00:00,SHORT,301.33,303.11,297.92,299.68,0.0,-73.93676603711694,2.364890925896986e-05,43,signal,-0.19654619438943954,0.08520526831174581
2019-10-10 00:00:00+00:00,2019-11-04 00:00:00+00:00,SHORT,294.08,296.38,307.91,309.02,0.0,-624.4655575301739,-0.219003381646707,25,signal,-0.219003381646707,0.0
2019-11-21 00:00:00+00:00,2019-12-06 00:00:00+00:00,LONG,310.19,311.98,315.03,316.73,0.0,-28.820321975055492,0.018900246554315988,15,signal,-0.021503243275011116,0.06823147779609025
2019-12-17 00:00:00+00:00,2019-12-19 00:00:00+00:00,LONG,319.39,319.2,321.17,321.01,0.0,-87.31737913383208,-0.004865114899081615,2,signal,-0.004865114899081615,0.0015291426066728552
2019-12-20 00:00:00+00:00,2020-01-15 00:00:00+00:00,LONG,321.15,322.42,328.8,330.34,0.0,-169.21786967916515,-0.037179421470516665,26,signal,-0.1405116064162945,0.05560934688773173
2020-01-28 00:00:00+00:00,2020-02-19 00:00:00+00:00,SHORT,326.89,328.36,338.86,340.37,0.0,-82.72207507212757,-0.002105646103121107,22,signal,-0.0939917602257105,0.09456863170196152
2020-04-28 00:00:00+00:00,2020-05-07 00:00:00+00:00,LONG,287.39,288.68,289.52,290.44,0.0,88.52439824692478,0.06574076407534293,9,signal,0.0,0.15646165645858795
2020-05-29 00:00:00+00:00,2020-06-22 00:00:00+00:00,SHORT,306.09,306.75,312.29,313.55,0.0,161.87557272381224,0.09562043731484224,24,signal,-0.16085413937333382,0.1124483498429314
2020-07-23 00:00:00+00:00,2020-08-11 00:00:00+00:00,SHORT,323.43,324.89,333.37,334.84,0.0,-90.39859204893992,-0.005366477347609942,19,signal,-0.04793076373354466,0.12256648647939003
2020-08-25 00:00:00+00:00,2020-10-07 00:00:00+00:00,LONG,344.6,346.07,341.36,342.59,0.0,7.397825283809496,0.03267818042307571,43,signal,-0.20319502992066393,0.11872063463754981
2020-11-04 00:00:00+00:00,2020-12-17 00:00:00+00:00,SHORT,343.55,344.3,372.27,371.99,0.0,-476.0718009288688,-0.15868403967340533,43,signal,-0.21023506381004844,0.24337450970338087
2020-12-22 00:00:00+00:00,2021-01-06 00:00:00+00:00,LONG,367.69,368.99,374.5,375.81,0.0,-71.31118041745208,0.0019075513924212172,15,signal,-0.021474021821515952,0.04409940703636105
2021-01-08 00:00:00+00:00,2021-02-02 00:00:00+00:00,SHORT,381.6,383.12,382.47,384.2,0.0,-7.770805971597355,0.02695429515490551,25,signal,-0.08172171726524084,0.027119276223942005
2021-04-22 00:00:00+00:00,2021-05-06 00:00:00+00:00,LONG,412.55,414.15,419.12,420.64,0.0,-44.14779541715046,0.012734582616487872,14,signal,-0.016151463456417204,0.03643955924519328
2021-05-10 00:00:00+00:00,2021-06-14 00:00:00+00:00,SHORT,417.96,419.74,425.07,425.52,0.0,-479.0163219968136,-0.16203839651855023,35,signal,-0.1879204163788741,0.027558086706051192
2021-06-15 00:00:00+00:00,2021-07-01 00:00:00+00:00,LONG,424.4,424.95,430.38,432.32,0.0,-480.26245171721257,-0.1626368085217971,16,signal,-0.17397192817161933,0.0017371894614469606
2021-07-02 00:00:00+00:00,2021-07-30 00:00:00+00:00,SHORT,433.38,435.1,438.83,440.9,0.0,18.26043061198601,0.03773500594000668,28,signal,0.0,0.07134800825172721
2021-09-20 00:00:00+00:00,2021-10-06 00:00:00+00:00,LONG,435.02,438.34,436.06,437.64,0.0,420.96503231161273,0.19938142838207187,16,signal,-0.023398437210507658,0.28274614531151054
2021-10-19 00:00:00+00:00,2021-10-27 00:00:00+00:00,SHORT,451.07,452.74,454.88,456.64,0.0,-54.387033137781515,0.008381654714352552,8,signal,-0.0177020637667277,0.0580295712052892
2021-12-07 00:00:00+00:00,2022-01-18 00:00:00+00:00,SHORT,468.53,470.56,456.16,458.25,0.0,-42.613781041015855,0.012070246177072582,42,signal,-0.196264027565136,0.034168751030021365
2022-01-19 00:00:00+00:00,2022-01-21 00:00:00+00:00,SHORT,450.94,452.93,436.78,439.53,0.0,153.39753547983304,0.09079638530169155,2,signal,-0.020532229983294188,0.09079638530169155
2022-01-27 00:00:00+00:00,2022-03-11 00:00:00+00:00,LONG,433.08,436.02,420.1,422.14,0.0,159.17110381985677,0.09310171304559589,43,signal,-0.08381597621824194,0.21691349682864466
2022-03-24 00:00:00+00:00,2022-04-04 00:00:00+00:00,SHORT,450.14,452.06,456.4,458.51,0.0,-30.731135102287652,0.018061648194115626,11,signal,-0.020284162121224622,0.018061648194115626
2022-06-13 00:00:00+00:00,2022-06-15 00:00:00+00:00,SHORT,375.82,376.17,381.66,381.92,0.0,-107.26060560840243,-0.012685590807499987,2,signal,-0.13423543481807462,0.0
2022-06-16 00:00:00+00:00,2022-07-06 00:00:00+00:00,SHORT,368.44,367.92,383.65,385.4,0.0,696.1086086922427,0.3114082850305,20,signal,0.0,0.5092916098667138
2022-07-25 00:00:00+00:00,2022-08-02 00:00:00+00:00,SHORT,394.2,396.23,408.17,410.69,0.0,53.90675843793923,0.05275460049115475,8,signal,0.0,0.060685801835520393
2022-09-21 00:00:00+00:00,2022-10-12 00:00:00+00:00,LONG,375.18,378.71,357.64,358.72,0.0,679.3561224923404,0.3016779789345677,21,signal,-0.041801698539246764,0.3801758548642186
2022-10-21 00:00:00+00:00,2022-11-02 00:00:00+00:00,SHORT,375.65,376.49,374.08,375.32,0.0,58.97053052880267,0.053588503646983754,12,signal,0.0,0.15374036946457667
2023-01-19 00:00:00+00:00,2023-01-30 00:00:00+00:00,LONG,389.03,391.33,401.68,403.3,0.0,162.9709942006168,0.09643888492020222,11,signal,-0.027385210033997104,0.1215956596971628
2023-03-16 00:00:00+00:00,2023-04-28 00:00:00+00:00,LONG,396.0,397.85,416.18,417.64,0.0,73.04349354088505,0.06086153732880433,43,signal,-0.24015732288322172,0.06086153732880433
