total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct
-0.44090368989686546,-0.05682580373655988,0.07124837089728071,-28.868667612987178,-15.286125486078909,-0.44431025343735003,-0.1278966742201744,31,25.806451612903224,0.19467279207857857,-0.08615912726078434,0.28983995550584735,-0.013686373882884233,18.64516129032258,0.10364250967239103,0.08452471951179032
