total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct,alpha_daily,alpha_annualized,alpha_tstat,alpha_pvalue,beta,beta_tstat,r_squared,information_ratio,n_observations
2.6488132925006846,0.4676720554186442,0.8753801150037566,-1.7469577531827971,-1.4157762727040346,-1.017123505943906,0.4597986898205026,17,58.8235294117647,0,0,0,0,0,0,0,-6.142384834829778e-05,-0.015478809783771039,-4.698015194131556,2.6270189315894233e-06,0.0013401457911049219,1.0533261803928182,0.0006899345469839613,-1.769474956316804,1412
