date,quarter,equity,returns,spread
2020-07-01 00:00:00+00:00,1,1000000.0,0.0,1.8634707083097632
2020-07-02 00:00:00+00:00,1,1000000.0,0.0,1.8059310558463055
2020-07-06 00:00:00+00:00,1,1000000.0,0.0,1.7557354720632445
2020-07-07 00:00:00+00:00,1,1000000.0,0.0,1.6905879679047402
2020-07-08 00:00:00+00:00,1,1000000.0,0.0,1.6561514995175521
2020-07-09 00:00:00+00:00,1,1000000.0,0.0,1.6176675138428034
2020-07-10 00:00:00+00:00,1,1000000.0,0.0,1.5685567788078685
2020-07-13 00:00:00+00:00,1,1000000.0,0.0,1.5413501231307563
2020-07-14 00:00:00+00:00,1,1000000.0,0.0,1.5289879192245373
2020-07-15 00:00:00+00:00,1,1000000.0,0.0,1.5343483486791714
2020-07-16 00:00:00+00:00,1,1000000.0,0.0,1.5545127504890686
2020-07-17 00:00:00+00:00,1,1000000.0,0.0,1.589626397021831
2020-07-20 00:00:00+00:00,1,1000000.0,0.0,1.612504906448276
2020-07-21 00:00:00+00:00,1,1000000.0,0.0,1.6304857833374777
2020-07-22 00:00:00+00:00,1,1000000.0,0.0,1.6866861710454852
2020-07-23 00:00:00+00:00,1,1000000.0,0.0,1.7831141475912826
2020-07-24 00:00:00+00:00,1,1000000.0,0.0,1.8544075459891691
2020-07-27 00:00:00+00:00,1,1000000.0,0.0,1.8745220969556815
2020-07-28 00:00:00+00:00,1,1000000.0,0.0,1.874015789226422
2020-07-29 00:00:00+00:00,1,1000000.0,0.0,1.8146376644438615
2020-07-30 00:00:00+00:00,1,1000000.0,0.0,1.7648591962489464
2020-07-31 00:00:00+00:00,1,1000000.0,0.0,1.7367944084184757
2020-08-03 00:00:00+00:00,1,1000000.0,0.0,1.5310255921964897
2020-08-04 00:00:00+00:00,1,1000000.0,0.0,1.3565443183197305
2020-08-05 00:00:00+00:00,1,1000000.0,0.0,1.2638126146733897
2020-08-06 00:00:00+00:00,1,1000000.0,0.0,1.0882608906411173
2020-08-07 00:00:00+00:00,1,1000000.0,0.0,0.9589447729700016
2020-08-10 00:00:00+00:00,1,1000000.0,0.0,0.7926329715177607
2020-08-11 00:00:00+00:00,1,1000000.0,0.0,0.7791549508562627
2020-08-12 00:00:00+00:00,1,1000000.0,0.0,0.8107851370043235
2020-08-13 00:00:00+00:00,1,999975.3684128028,-2.463158719718922e-05,0.6547688071605355
2020-08-14 00:00:00+00:00,1,999876.6706023787,-9.870024156774908e-05,0.7782851213146555
2020-08-17 00:00:00+00:00,1,1002151.3708245128,0.0022749807941450663,0.8347747784273882
2020-08-18 00:00:00+00:00,1,998218.1534854657,-0.003924773695425959,0.9818381202422599
2020-08-19 00:00:00+00:00,1,997889.7696376188,-0.00032897002193385153,1.0851638639067134
