total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct,alpha_daily,alpha_annualized,alpha_tstat,alpha_pvalue,beta,beta_tstat,r_squared,information_ratio,n_observations
0.47455423951805464,0.08440958555777645,0.9883574965965323,-1.9331906872555393,-1.4833334643281832,-1.6012771760373994,0.05271391288212864,14,50.0,0,0,0,0,0,0,0,-7.531382744355118e-05,-0.0189790845157749,-4.5742944699245225,4.7782740587923775e-06,-0.0009434595421542652,-0.5375480727254488,0.0002678729189280471,-1.9212018384219136,1414
