entry_date,exit_date,direction,entry_price_a,entry_price_b,exit_price_a,exit_price_b,position_size,pnl,return_pct,duration_days,exit_reason,mae_pct,mfe_pct
2018-06-15 00:00:00+00:00,2018-06-18 00:00:00+00:00,SHORT,232.01,51.03,231.44,50.87,0.0,-159.61777836041784,-0.033930994362143044,3,signal,-0.033930994362143044,0.0
2018-06-19 00:00:00+00:00,2018-06-22 00:00:00+00:00,LONG,228.15,50.02,226.03,48.92,0.0,1513.2019114027578,0.6349535574768563,3,signal,-0.01841165790970642,0.6349535574768563
2018-06-25 00:00:00+00:00,2018-07-23 00:00:00+00:00,SHORT,221.24,47.86,233.8,50.75,0.0,372.7456661503246,0.18067635799376566,28,signal,-1.1977092530850098,0.29529549022895163
2018-07-25 00:00:00+00:00,2018-07-31 00:00:00+00:00,LONG,234.75,50.7,236.35,50.55,0.0,1148.3694354552863,0.48871706650031,6,signal,0.0,0.7009471236554101
2018-08-01 00:00:00+00:00,2018-08-17 00:00:00+00:00,LONG,235.57,50.38,233.2,48.37,0.0,3665.7968928406517,1.4918040306751885,16,signal,-0.03824901963820259,1.6043118780268677
2018-08-22 00:00:00+00:00,2018-09-13 00:00:00+00:00,SHORT,239.36,48.615,228.35,47.72,0.0,3396.6910549266863,1.3793852326420462,22,signal,0.0,1.3793852326420462
2018-09-18 00:00:00+00:00,2018-10-16 00:00:00+00:00,LONG,229.0,47.88,221.84,46.0,0.0,936.2496961373258,0.39992265963307416,28,signal,-0.34705577626744616,1.8703144323691345
2018-11-16 00:00:00+00:00,2018-12-24 00:00:00+00:00,LONG,201.95,44.17,156.09,36.99,0.0,-8210.994528216306,-3.2266071413857484,38,signal,-3.942483919659697,0.0
2019-02-19 00:00:00+00:00,2019-04-02 00:00:00+00:00,SHORT,198.67,42.15,197.5,43.695,0.0,5252.640982041548,2.127198360198522,42,signal,-0.06957656314850326,2.1698374857093854
2019-05-13 00:00:00+00:00,2019-05-29 00:00:00+00:00,SHORT,194.7,44.18,187.16,42.37,0.0,-354.8762640337775,-0.11212593203831357,16,signal,-1.407768751033214,0.0
2019-06-11 00:00:00+00:00,2019-07-24 00:00:00+00:00,LONG,194.29,43.56,222.0,45.4,0.0,12550.58239683322,5.019063311727985,43,signal,-0.09652885567052774,5.019063311727985
2019-07-25 00:00:00+00:00,2019-08-07 00:00:00+00:00,LONG,219.9,44.83,205.78,40.76,0.0,3315.586759813246,1.3288207068347828,13,signal,-0.3598658851381047,1.3288207068347828
2019-10-28 00:00:00+00:00,2019-12-10 00:00:00+00:00,SHORT,217.5,46.67,222.3,49.7,0.0,5397.490456138915,2.1427484243736266,43,signal,-0.6410330296604436,2.9008913156449396
2019-12-18 00:00:00+00:00,2020-01-22 00:00:00+00:00,LONG,230.465,50.66,247.04,55.7,0.0,-3625.5054967511273,-1.3783480143549274,35,signal,-2.571845362603012,1.2509600455982557
2020-02-18 00:00:00+00:00,2020-02-28 00:00:00+00:00,SHORT,233.4,55.6,202.5,45.45,0.0,-6486.481353814346,-2.50816056666235,10,signal,-3.8438966050809777,0.0
2020-05-15 00:00:00+00:00,2020-05-19 00:00:00+00:00,LONG,171.0,37.03,178.33,39.26,0.0,-2287.8767373181463,-0.8677972498985254,4,signal,-1.1495184084976133,0.0
2020-05-21 00:00:00+00:00,2020-07-06 00:00:00+00:00,SHORT,179.71,40.45,207.3,49.0,0.0,7250.831635793335,2.892347023315061,46,signal,-1.158311024237026,5.694107915520257
2020-07-07 00:00:00+00:00,2020-07-16 00:00:00+00:00,SHORT,199.45,47.55,214.65,52.81,0.0,4313.804477570411,1.7205411622234557,9,signal,-0.45965785510574675,1.7205411622234557
2020-07-23 00:00:00+00:00,2020-08-04 00:00:00+00:00,SHORT,203.03,50.55,201.08,49.26,0.0,-2117.9583750072848,-0.7957397943412514,12,signal,-0.7957397943412514,0.7473312451863688
2020-09-02 00:00:00+00:00,2020-09-18 00:00:00+00:00,SHORT,210.5,53.45,195.42,49.96,0.0,740.8372042779181,0.317214347771022,16,signal,-1.2068463656179684,0.5565616188459449
2020-09-22 00:00:00+00:00,2020-09-28 00:00:00+00:00,LONG,191.25,47.52,199.6,48.5,0.0,2872.560423053947,1.1518617548029333,6,signal,0.0,1.710601109130521
2020-10-12 00:00:00+00:00,2020-10-21 00:00:00+00:00,SHORT,214.91,51.4,202.18,50.31,0.0,4812.061325536168,1.9013936156787752,9,signal,-0.05294814388866254,2.2852652825261894
2020-12-29 00:00:00+00:00,2021-01-07 00:00:00+00:00,LONG,257.91,67.71,291.85,75.1,0.0,2811.5944441125466,1.1227182233270885,9,signal,0.0,1.1227182233270885
2021-01-08 00:00:00+00:00,2021-02-11 00:00:00+00:00,LONG,290.16,75.53,301.1,73.72,0.0,7902.782646361354,3.083366195492119,34,signal,0.0,3.3260923879851156
2021-03-30 00:00:00+00:00,2021-05-04 00:00:00+00:00,SHORT,332.3,79.2,349.5,82.41,0.0,-1546.2372117254608,-0.56150771938464,35,signal,-1.9372934886025466,1.2141787267802975
2021-07-21 00:00:00+00:00,2021-08-12 00:00:00+00:00,SHORT,373.56,95.74,415.0,104.33,0.0,-2847.448931835819,-1.0605241920213757,22,signal,-1.3164448844470755,0.20608095465390752
2021-08-26 00:00:00+00:00,2021-10-08 00:00:00+00:00,LONG,412.04,103.85,392.49,100.03,0.0,-1458.988073241084,-0.5331513499514445,43,signal,-2.233852984717074,0.15436493000267879
2021-12-31 00:00:00+00:00,2022-01-20 00:00:00+00:00,SHORT,382.8,98.15,347.1,99.2,0.0,13402.244620610649,5.197904972396863,20,signal,-0.42889591188289783,5.197904972396863
2022-02-10 00:00:00+00:00,2022-03-25 00:00:00+00:00,SHORT,370.0,107.45,337.6,92.22,0.0,-7182.772939307665,-2.708638838932003,43,signal,-4.675422257995547,0.0
2022-05-10 00:00:00+00:00,2022-06-23 00:00:00+00:00,LONG,306.05,80.25,285.98,73.7,0.0,2019.3700450898862,0.8021208840817138,44,signal,-1.383112424873063,0.8021208840817138
2022-07-22 00:00:00+00:00,2022-08-26 00:00:00+00:00,LONG,322.92,82.22,335.5,86.66,0.0,-2047.3940291613205,-0.7522221140509312,35,signal,-1.0932614919267913,0.4786074998019594
2022-09-26 00:00:00+00:00,2022-10-12 00:00:00+00:00,LONG,295.54,79.79,295.36,76.73,0.0,4843.742373596811,1.8870807949096062,16,signal,-0.6899135218104744,1.8870807949096062
2022-10-19 00:00:00+00:00,2022-11-03 00:00:00+00:00,SHORT,311.3,77.2,347.6,83.29,0.0,-5026.5854276363325,-1.8860881744447893,15,signal,-2.043095226602794,0.0
