total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct
0.1918005518675825,0.024652066231545255,0.1599267382089191,-12.350720792353341,-4.7477842324634985,-0.30786048214948464,0.08007544865591162,5,60.0,1.820934965787404,-1.3069935629036442,1.9081664904344373,0.5697635543109848,33.8,0.9445256751694238,1.9947521609252603
