total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win,avg_loss,profit_factor,avg_trade_duration_days,max_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct
-13.223445829528924,-1.8097946941842191,3.7999935176390776,-0.9880465695094627,-0.2114132151585462,-17.081468383667172,-0.10595076802148314,2,0.0,0,-65870.55767524989,0.0,30.5,34,7.564246461613942,1.7026767695400558
