total_return_pct,annualized_return_pct,annualized_volatility_pct,sharpe_ratio,sortino_ratio,max_drawdown_pct,calmar_ratio,total_trades,win_rate_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_per_trade,avg_trade_duration_days,avg_max_adverse_excursion_pct,avg_max_favorable_excursion_pct,alpha_daily,alpha_annualized,alpha_tstat,alpha_pvalue,beta,beta_tstat,r_squared,information_ratio,n_observations
1.1285292062950036,0.1999146929374751,0.5033159663549738,-3.574049774226448,-2.522457986383158,-1.0234227082008895,0.19533931711258598,16,62.5,0,0,0,0,0,0,0,-7.031715635980512e-05,-0.01771992340267089,-8.721870319316626,2.7364362429928397e-18,-0.0019652057286813473,-1.9874546808607818,0.004475390374421018,-3.5272944474680785,1414
